SMILES,UV_RT-s,Method
ClC1=NC=C(N(CC2)CCN2CCOC)C=N1,45.0,AM-V
COC1=NC=C(N(CC2)CCN2CCOC)C=C1,37.8,AM-V
FC1=NC=C(N(CCOC2)C2C)C=C1,54.6,AM-V
O=[N+](C1=CC(N(CCOC2)C2C)=CC=C1C)[O-],64.8,AM-V
ClC1=NC=C(N2C=NC3=CC(C)=CC=C32)C=N1,68.4,AM-V
CC1=CC(C)=CC(NC2=CC=C(F)N=C2F)=N1,49.2,AM-V
ClC1=NC=C(NC2=CN=CC3=C2C=CC=C3)C=N1,50.4,AM-V
COC(C1=CC=C(NC2=CC=C3N=CC=CC3=C2)C=C1)=O,56.4,AM-V
CCOC1=CC=C(NC2=CC(C(OC)=O)=CC=N2)C=N1,62.4,AM-V
O=C(OC)C1=CC=NC(NC2=CC=C(C=C2)SC)=C1,65.4,AM-V
CC(C1=CC(N2C3=CC=CN=C3C=C2)=CC=C1)=O,45.0,AM-V
CC(NC1=CC(N2C3=CC=CN=C3C=C2)=CC=C1)=O,43.8,AM-V
CC(C)OC1=CC(N2C3=CC=CN=C3C=C2)=CC=C1,55.8,AM-V
CCOC1=CC=C(NC(C=C2)=CC=C2C(OC)=O)C=N1,65.4,AM-V
COC1=NC=C(NC(C=C2OC)=CC=C2C(OC)=O)C=C1,61.8,AM-V
CC1=CC(NC(C=C2OC)=CC=C2C(OC)=O)=CC=C1F,67.2,AM-V
CCOC1=CC=C(NC(C=C2OC)=CC=C2C(OC)=O)C=N1,63.6,AM-V
